id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code
2302,EETU,medium_airport,Tartu Airport,58.307438,26.686473,220,EU,EE,EE-7B,Reola,yes,EETU,TAY,EETU
2303,EFET,medium_airport,Enontekio Airport,68.362602233887,23.424299240112,1005,EU,FI,FI-10,Enontekio,yes,EFET,ENF,EFET
2305,EFHA,medium_airport,Halli Airport,61.856039,24.786686,479,EU,FI,FI-08,Jämsä,no,EFHA,KEV,EFHA
2307,EFHK,large_airport,Helsinki Vantaa Airport,60.318363,24.963341,179,EU,FI,FI-18,Helsinki (Vantaa),yes,EFHK,HEL,EFHK
2313,EFIT,medium_airport,Kitee Airport,62.1661,30.073601,364,EU,FI,FI-13,Kitee,no,EFIT,KTQ,EFIT
2314,EFIV,medium_airport,Ivalo Airport,68.607299804688,27.405300140381,481,EU,FI,FI-10,Ivalo,yes,EFIV,IVL,EFIV
2315,EFJO,medium_airport,Joensuu Airport,62.658815,29.619398,398,EU,FI,FI-13,Joensuu,yes,EFJO,JOE,EFJO
2316,EFJY,medium_airport,Jyväskylä Airport,62.399502,25.678301,459,EU,FI,FI-08,Jyväskylän Maalaiskunta,yes,EFJY,JYV,EFJY
2317,EFKA,medium_airport,Kauhava Airfield,63.127102,23.051399,151,EU,FI,FI-03,Kauhava,no,EFKA,KAU,EFKA
2318,EFKE,medium_airport,Kemi-Tornio Airport,65.778701782227,24.582099914551,61,EU,FI,FI-10,Kemi / Tornio,yes,EFKE,KEM,EFKE
2319,EFKI,medium_airport,Kajaani Airport,64.2855,27.6924,483,EU,FI,FI-05,Kajaani,yes,EFKI,KAJ,EFKI
2320,EFKJ,medium_airport,Kauhajoki Airfield,62.463212,22.390817,407,EU,FI,FI-03,Kauhajoki,no,EFKJ,KHJ,EFKJ
2321,EFKK,medium_airport,Kokkola-Pietarsaari Airport,63.721199,23.143101,84,EU,FI,FI-07,Kokkola / Kruunupyy,yes,EFKK,KOK,EFKK
2324,EFKS,medium_airport,Kuusamo Airport,65.987602,29.239401,866,EU,FI,FI-14,Kuusamo,yes,EFKS,KAO,EFKS
2325,EFKT,medium_airport,Kittilä Airport,67.700996398926,24.846799850464,644,EU,FI,FI-10,Kittilä,yes,EFKT,KTT,EFKT
2326,EFKU,medium_airport,Kuopio Airport,63.007099,27.7978,323,EU,FI,FI-15,Kuopio / Siilinjärvi,yes,EFKU,KUO,EFKU
2329,EFLP,medium_airport,Lappeenranta Airport,61.044601,28.144743,349,EU,FI,FI-02,Lappeenranta,yes,EFLP,LPP,EFLP
2330,EFMA,medium_airport,Mariehamn Airport,60.1222,19.898199,17,EU,FI,FI-01,Mariehamn,yes,EFMA,MHQ,EFMA
2332,EFMI,medium_airport,Mikkeli Airport,61.6866,27.201799,329,EU,FI,FI-04,Mikkeli,no,EFMI,MIK,EFMI
2334,EFOU,medium_airport,Oulu Airport,64.930099,25.354601,47,EU,FI,FI-14,Oulu / Oulunsalo,yes,EFOU,OUL,EFOU
2336,EFPO,medium_airport,Pori Airport,61.4617,21.799999,44,EU,FI,FI-17,Pori,yes,EFPO,POR,EFPO
334942,EFPR,medium_airport,Helsinki East-Redstone Aerodrome,60.479167,26.593889,72,EU,FI,FI-09,Helsinki (Pyhtää),no,,,EFPR
2341,EFRO,medium_airport,Rovaniemi Airport,66.564796447754,25.830400466919,642,EU,FI,FI-10,Rovaniemi,yes,EFRO,RVN,EFRO
2343,EFSA,medium_airport,Savonlinna Airport,61.9431,28.945101,311,EU,FI,FI-04,Savonlinna,yes,EFSA,SVL,EFSA
2345,EFSI,medium_airport,Seinäjoki Airport,62.692101,22.8323,302,EU,FI,FI-03,Seinäjoki / Ilmajoki,no,EFSI,SJY,EFSI
2346,EFSO,medium_airport,Sodankyla Airport,67.3949966431,26.6191005707,602,EU,FI,FI-10,Sodankyla,no,EFSO,SOT,EFSO
2347,EFTP,medium_airport,Tampere-Pirkkala Airport,61.414101,23.604401,390,EU,FI,FI-11,Tampere / Pirkkala,yes,EFTP,TMP,EFTP
2349,EFTU,medium_airport,Turku Airport,60.514099,22.2628,161,EU,FI,FI-19,Turku,yes,EFTU,TKU,EFTU
2350,EFUT,medium_airport,Utti Air Base,60.8964,26.9384,339,EU,FI,FI-09,Utti / Valkeala,no,EFUT,UTI,EFUT
2351,EFVA,medium_airport,Vaasa Airport,63.050701,21.762199,19,EU,FI,FI-12,Vaasa,yes,EFVA,VAA,EFVA
2352,EFVR,medium_airport,Varkaus Airport,62.171101,27.868601,286,EU,FI,FI-04,Varkaus / Joroinen,no,EFVR,VRK,EFVR
2353,EFYL,medium_airport,Ylivieska Airfield,64.054722,24.725278,252,EU,FI,FI-14,Ylivieska,no,EFYL,YLI,EFYL
42469,EG-0003,medium_airport,Bilbeis 2 Airfield,30.42060089111328,31.67889976501465,,AF,EG,EG-SHR,Bilbeis,no,,,
2385,EGAA,large_airport,Belfast International Airport,54.6575012207,-6.2158298492399995,268,EU,GB,GB-NIR,Belfast,yes,EGAA,BFS,EGAA
2386,EGAB,medium_airport,Enniskillen/St Angelo Airport,54.398274,-7.651179,155,EU,GB,GB-NIR,"Enniskillen, Fermanagh and Omagh",no,EGAB,ENK,EGAB
2387,EGAC,medium_airport,George Best Belfast City Airport,54.618099,-5.8725,15,EU,GB,GB-NIR,Belfast,yes,EGAC,BHD,EGAC
2388,EGAE,medium_airport,City of Derry Airport,55.04280090332031,-7.161109924316406,22,EU,GB,GB-NIR,Derry,yes,EGAE,LDY,EGAE
2389,EGBB,large_airport,Birmingham Airport,52.453899,-1.74803,327,EU,GB,GB-ENG,"Birmingham, West Midlands",yes,EGBB,BHX,EGBB
2390,EGBE,medium_airport,Coventry Airport,52.369701,-1.47972,267,EU,GB,GB-ENG,"Coventry, West Midlands",no,EGBE,CVT,EGBE
2392,EGBJ,medium_airport,Gloucestershire Airport,51.89419937133789,-2.167220115661621,101,EU,GB,GB-ENG,Staverton,no,EGBJ,GLO,EGBJ
2393,EGBN,medium_airport,Nottingham City Airport,52.919998,-1.07917,138,EU,GB,GB-ENG,Nottingham,no,EGBN,NQT,EGBN
2398,EGCC,large_airport,Manchester Airport,53.349375,-2.279521,257,EU,GB,GB-ENG,"Manchester, Greater Manchester",yes,EGCC,MAN,EGCC
2403,EGDC,medium_airport,Royal Marines Base Chivenor,51.0872,-4.15034,27,EU,GB,GB-ENG,Chivenor,no,,,EGDC
2406,EGDM,medium_airport,MoD Boscombe Down,51.152199,-1.74741,407,EU,GB,GB-ENG,"Salisbury, Wiltshire",no,,,EGDM
2408,EGDR,medium_airport,RNAS Culdrose,50.08610153198242,-5.255710124969482,267,EU,GB,GB-ENG,Helston,no,,,EGDR
2409,EGDX,medium_airport,MOD St Athan,51.405229,-3.433254,163,EU,GB,GB-WLS,"St Athan, Vale of Glamorgan",no,,,EGSY
2410,EGDY,medium_airport,RNAS Yeovilton,51.009399,-2.63882,75,EU,GB,GB-ENG,"Yeovil, Somerset",no,EGDY,YEO,EGDY
2411,EGEC,medium_airport,Campbeltown Airport,55.437198638916016,-5.686389923095703,42,EU,GB,GB-SCT,Campbeltown,yes,EGEC,CAL,EGEC
29126,EGED,medium_airport,Eday Airport,59.19060134887695,-2.7722198963165283,10,EU,GB,GB-SCT,Eday,yes,EGED,EOI,EGED
2414,EGFE,medium_airport,Haverfordwest Airport,51.833099365234375,-4.9611101150512695,159,EU,GB,GB-WLS,Haverfordwest,no,EGFE,HAW,EGFE
2415,EGFF,medium_airport,Cardiff International Airport,51.396702,-3.34333,220,EU,GB,GB-WLS,Cardiff,yes,EGFF,CWL,EGFF
2416,EGFH,medium_airport,Swansea Airport,51.601366,-4.071006,299,EU,GB,GB-WLS,Swansea,no,EGFH,SWS,EGFH
2417,EGGD,medium_airport,Bristol Airport,51.382702,-2.71909,622,EU,GB,GB-ENG,Bristol,yes,EGGD,BRS,EGGD
2418,EGGP,medium_airport,Liverpool John Lennon Airport,53.333599,-2.84972,80,EU,GB,GB-ENG,Liverpool,yes,EGGP,LPL,EGGP
2419,EGGW,large_airport,London Luton Airport,51.874699,-0.368333,526,EU,GB,GB-ENG,"Luton, Bedfordshire",yes,EGGW,LTN,EGGW
2421,EGHH,medium_airport,Bournemouth Airport,50.780483,-1.839576,38,EU,GB,GB-ENG,Bournemouth,yes,EGHH,BOH,EGHH
2422,EGHI,medium_airport,Southampton Airport,50.950298,-1.3568,44,EU,GB,GB-ENG,Southampton,yes,EGHI,SOU,EGHI
2423,EGHL,medium_airport,Lasham Airfield,51.18744,-1.031663,618,EU,GB,GB-ENG,"Alton, Hampshire",no,EGHL,,EGHL
2404,EGHQ,medium_airport,Cornwall Airport Newquay,50.440601,-4.99541,390,EU,GB,GB-ENG,Newquay,yes,EGHQ,NQY,EGHQ
2424,EGJA,medium_airport,Alderney Airport,49.706104,-2.21472,290,EU,GG,GG-A,Saint Anne,yes,EGJA,ACI,EGJA
2425,EGJB,medium_airport,Guernsey Airport,49.435001,-2.60197,336,EU,GG,GG-G,Saint Peter Port,yes,EGJB,GCI,EGJB
2426,EGJJ,medium_airport,Jersey Airport,49.20790100097656,-2.195509910583496,277,EU,JE,JE-U-A,Saint Helier,yes,EGJJ,JER,EGJJ
2427,EGKA,medium_airport,Brighton City Airport,50.835602,-0.297222,7,EU,GB,GB-ENG,"Brighton, East Sussex",no,EGKA,ESH,EGKA
2428,EGKB,medium_airport,London Biggin Hill Airport,51.33079910279999,0.0324999988079,598,EU,GB,GB-ENG,London,no,EGKB,BQH,EGKB
2429,EGKK,large_airport,London Gatwick Airport,51.148771,-0.192089,202,EU,GB,GB-ENG,London,yes,EGKK,LGW,EGKK
2430,EGLC,medium_airport,London City Airport,51.505299,0.055278,19,EU,GB,GB-ENG,London,yes,EGLC,LCY,EGLC
2431,EGLF,medium_airport,Farnborough Airport,51.275799,-0.776333,238,EU,GB,GB-ENG,"Farnborough, Hampshire",no,EGLF,FAB,EGLF
2433,EGLK,medium_airport,Blackbushe Airport,51.323898,-0.8475,325,EU,GB,GB-ENG,"Camberley, Surrey",no,EGLK,BBS,EGLK
2434,EGLL,large_airport,London Heathrow Airport,51.4706,-0.461941,83,EU,GB,GB-ENG,London,yes,EGLL,LHR,EGLL
2435,EGMC,medium_airport,London Southend Airport,51.570562,0.693627,49,EU,GB,GB-ENG,"Southend-on-Sea, Essex",yes,EGMC,SEN,EGMC
2436,EGMD,medium_airport,Lydd London Ashford Airport,50.956246,0.939074,13,EU,GB,GB-ENG,"Romney Marsh, Kent",no,EGMD,LYX,EGMD
2439,EGNC,medium_airport,Carlisle Lake District Airport,54.9375,-2.80917,190,EU,GB,GB-ENG,"Carlisle, Cumbria",no,EGNC,CAX,EGNC
2441,EGNH,medium_airport,Blackpool Airport,53.771702,-3.02861,34,EU,GB,GB-ENG,Blackpool,no,EGNH,BLK,EGNH
2442,EGNJ,medium_airport,Humberside Airport,53.576152,-0.34954,121,EU,GB,GB-ENG,"Grimsby, Lincolnshire",yes,EGNJ,HUY,EGNJ
2443,EGNL,medium_airport,Barrow Walney Island Airport,54.1286111,-3.2675,173,EU,GB,GB-ENG,Barrow-in-Furness,no,EGNL,BWF,EGNL
2444,EGNM,medium_airport,Leeds Bradford Airport,53.865898,-1.66057,681,EU,GB,GB-ENG,"Leeds, West Yorkshire",yes,EGNM,LBA,EGNM
2445,EGNO,medium_airport,Warton Aerodrome,53.745098,-2.88306,55,EU,GB,GB-ENG,Warton,no,EGNO,WRT,EGNO
2446,EGNR,medium_airport,Hawarden Airport,53.178101,-2.97778,45,EU,GB,GB-WLS,Broughton,no,EGNR,CEG,EGNR
2447,EGNS,medium_airport,Isle of Man Airport,54.083302,-4.62389,52,EU,IM,IM-U-A,Castletown,yes,EGNS,IOM,EGNS
2448,EGNT,medium_airport,Newcastle International Airport,55.037958,-1.689577,266,EU,GB,GB-ENG,"Newcastle upon Tyne, Tyne and Wear",yes,EGNT,NCL,EGNT
2449,EGNV,medium_airport,Teesside International Airport,54.509201,-1.42941,120,EU,GB,GB-ENG,"Darlington, Durham",yes,EGNV,MME,EGNV
2450,EGNX,medium_airport,East Midlands Airport,52.8311,-1.32806,306,EU,GB,GB-ENG,Nottingham,yes,EGNX,EMA,EGNX
30991,EGOM,medium_airport,RAF Spadeadam,55.0499992371,-2.54999995232,1066,EU,GB,GB-ENG,Spadeadam,no,,,EGOM
2453,EGOS,medium_airport,RAF Shawbury,52.798199,-2.66804,249,EU,GB,GB-ENG,"Shrewsbury, Shropshire",no,,,EGOS
2454,EGOV,medium_airport,Anglesey Airport,53.2481,-4.53534,37,EU,GB,GB-WLS,Angelsey,no,EGOV,VLY,EGOV
2456,EGPA,medium_airport,Kirkwall Airport,58.957801818847656,-2.9049999713897705,50,EU,GB,GB-SCT,Orkney Islands,yes,EGPA,KOI,EGPA
2457,EGPB,medium_airport,Sumburgh Airport,59.878899,-1.29556,20,EU,GB,GB-SCT,"Lerwick, Shetland",yes,EGPB,LSI,EGPB
2458,EGPC,medium_airport,Wick John O'Groats Airport,58.4589,-3.09306,126,EU,GB,GB-SCT,Wick,yes,EGPC,WIC,EGPC
2459,EGPD,medium_airport,Aberdeen International Airport,57.2019,-2.19778,215,EU,GB,GB-SCT,Aberdeen,yes,EGPD,ABZ,EGPD
2460,EGPE,medium_airport,Inverness Airport,57.54249954223633,-4.047500133514404,31,EU,GB,GB-SCT,Inverness,yes,EGPE,INV,EGPE
2461,EGPF,large_airport,Glasgow Airport,55.871899,-4.43306,26,EU,GB,GB-SCT,Glasgow,yes,EGPF,GLA,EGPF
2462,EGPH,large_airport,Edinburgh Airport,55.950145,-3.372288,135,EU,GB,GB-SCT,Edinburgh,yes,EGPH,EDI,EGPH
2463,EGPI,medium_airport,Islay Airport,55.682708,-6.257525,56,EU,GB,GB-SCT,"Isle of Islay, Argyll and Bute",yes,EGPI,ILY,EGPI
2464,EGPK,medium_airport,Glasgow Prestwick Airport,55.502003,-4.587019,65,EU,GB,GB-SCT,"Prestwick, South Ayrshire",yes,EGPK,PIK,EGPK
2465,EGPL,medium_airport,Benbecula Airport,57.48109817504883,-7.3627800941467285,19,EU,GB,GB-SCT,Balivanich,yes,EGPL,BEB,EGPL
2467,EGPN,medium_airport,Dundee Airport,56.45249938964844,-3.025830030441284,17,EU,GB,GB-SCT,Dundee,yes,EGPN,DND,EGPN
2468,EGPO,medium_airport,Stornoway Airport,58.215599,-6.33111,26,EU,GB,GB-SCT,"Stornoway, Western Isles",yes,EGPO,SYY,EGPO
29173,EGPR,medium_airport,Barra Airport,57.0228,-7.44306,5,EU,GB,GB-SCT,Eoligarry,yes,EGPR,BRR,EGPR
2469,EGPU,medium_airport,Tiree Airport,56.49919891357422,-6.869170188903809,38,EU,GB,GB-SCT,Balemartine,yes,EGPU,TRE,EGPU
2471,EGQL,medium_airport,Leuchars Station Airfield,56.37398,-2.868862,38,EU,GB,GB-SCT,"Leuchars, Fife",no,EGQL,ADX,EGQL
2472,EGQS,medium_airport,RAF Lossiemouth,57.7052001953125,-3.339169979095459,42,EU,GB,GB-SCT,Lossiemouth,no,EGQS,LMO,EGQS
2473,EGSC,medium_airport,Cambridge City Airport,52.205002,0.175,47,EU,GB,GB-ENG,"Cambridge, Cambridgeshire",no,EGSC,CBG,EGSC
2475,EGSH,medium_airport,Norwich Airport,52.6758,1.28278,117,EU,GB,GB-ENG,"Norwich, Norfolk",yes,EGSH,NWI,EGSH
2476,EGSS,large_airport,London Stansted Airport,51.884998,0.235,348,EU,GB,GB-ENG,London,yes,EGSS,STN,EGSS
2480,EGTC,medium_airport,Cranfield Airport,52.072201,-0.616667,360,EU,GB,GB-ENG,"Bedford, Bedfordshire",no,,,EGTC
2481,EGTE,medium_airport,Exeter International Airport,50.734261,-3.413984,102,EU,GB,GB-ENG,"Exeter, Devon",yes,EGTE,EXT,EGTE
2483,EGTK,medium_airport,London Oxford Airport,51.836899,-1.32,270,EU,GB,GB-ENG,"Kidlington, Oxfordshire",no,EGTK,OXF,EGTK
2486,EGUB,medium_airport,RAF Benson,51.614366,-1.095991,226,EU,GB,GB-ENG,"Wallingford, Oxfordshire",no,EGUB,BEX,EGUB
2487,EGUL,medium_airport,RAF Lakenheath,52.40954,0.561161,32,EU,GB,GB-ENG,"Brandon, Suffolk",no,EGUL,LKZ,EGUL
2488,EGUN,medium_airport,RAF Mildenhall,52.3619,0.486406,33,EU,GB,GB-ENG,"Bury Saint Edmunds, Suffolk",no,EGUN,MHZ,EGUN
2490,EGUW,medium_airport,Wattisham Airfield,52.127451,0.956189,284,EU,GB,GB-ENG,"Ipswich, Suffolk",no,,,EGUW
2492,EGVA,medium_airport,RAF Fairford,51.683568,-1.789172,286,EU,GB,GB-ENG,"Fairford, Gloucestershire",no,EGVA,FFD,EGVA
2493,EGVN,medium_airport,RAF Brize Norton,51.75,-1.58362,288,EU,GB,GB-ENG,"Carterton, Oxfordshire",no,EGVN,BZZ,EGVN
2494,EGVO,medium_airport,RAF Odiham,51.2341,-0.942825,405,EU,GB,GB-ENG,"Hook, Hampshire",no,EGVO,ODH,EGVO
2495,EGWC,medium_airport,RAF Cosford,52.639999,-2.30558,272,EU,GB,GB-ENG,Cosford,no,,,EGWC
2496,EGWU,medium_airport,RAF Northolt,51.553001,-0.418167,124,EU,GB,GB-ENG,London,no,EGWU,NHT,EGWU
2497,EGXC,medium_airport,RAF Coningsby,53.092999,-0.166014,25,EU,GB,GB-ENG,"Lincoln, Lincolnshire",no,EGXC,QCY,EGXC
2499,EGXE,medium_airport,RAF Leeming,54.297191,-1.538944,132,EU,GB,GB-ENG,"Northallerton, North Yorkshire",no,,,EGXE
2500,EGXG,medium_airport,Leeds East Airport,53.834747,-1.194678,29,EU,GB,GB-ENG,"Tadcaster, North Yorkshire",no,,,EGCM
2501,EGXH,medium_airport,RAF Honington,52.342602,0.772939,174,EU,GB,GB-ENG,"Bury Saint Edmunds, Suffolk",no,EGXH,BEQ,EGXH
2504,EGXT,medium_airport,RAF Wittering,52.612598,-0.476453,273,EU,GB,GB-ENG,"Peterborough, Cambridgeshire",no,,,EGXT
2506,EGXW,medium_airport,RAF Waddington,53.166199,-0.523811,231,EU,GB,GB-ENG,"Lincoln, Lincolnshire",no,EGXW,WTN,EGXW
2508,EGXZ,medium_airport,RAF Topcliffe,54.204116,-1.380265,92,EU,GB,GB-ENG,"Thirsk, North Yorkshire",no,,,EGXZ
2509,EGYD,medium_airport,RAF Cranwell,53.0303,-0.483242,218,EU,GB,GB-ENG,"Sleaford, Lincolnshire",no,,,EGYD
2510,EGYE,medium_airport,RAF Barkston Heath,52.960616,-0.559428,367,EU,GB,GB-ENG,"Grantham, Lincolnshire",no,,,EGYE
2511,EGYM,medium_airport,RAF Marham,52.648395,0.550692,75,EU,GB,GB-ENG,"King's Lynn, Norfolk",no,EGYM,KNF,EGYM
2512,EGYP,medium_airport,Mount Pleasant Airport,-51.82279968261719,-58.447200775146484,244,SA,FK,FK-U-A,Mount Pleasant,yes,EGYP,MPN,EGYP
2513,EHAM,large_airport,Amsterdam Airport Schiphol,52.308601,4.76389,-11,EU,NL,NL-NH,Amsterdam,yes,EHAM,AMS,EHAM
2514,EHBD,medium_airport,Kempen Airport Budel,51.255299,5.60139,114,EU,NL,NL-NB,Weert,no,EHBD,,
2515,EHBK,medium_airport,Maastricht Aachen Airport,50.911701,5.77014,375,EU,NL,NL-LI,Maastricht,yes,EHBK,MST,EHBK
2516,EHDL,medium_airport,Deelen Air Base,52.0606,5.87306,158,EU,NL,NL-GE,Arnhem,no,EHDL,,
2518,EHEH,large_airport,Eindhoven Airport,51.4500999451,5.37452983856,74,EU,NL,NL-NB,Eindhoven,yes,EHEH,EIN,EHEH
2519,EHGG,medium_airport,Groningen Airport Eelde,53.119701,6.57944,17,EU,NL,NL-DR,Groningen,yes,EHGG,GRQ,EHGG
2520,EHGR,medium_airport,Gilze Rijen Air Base,51.567402,4.93183,49,EU,NL,NL-NB,Rijen,no,EHGR,GLZ,EHGR
2521,EHKD,medium_airport,De Kooy Airfield / Den Helder Naval Air Station,52.923401,4.78062,3,EU,NL,NL-NH,Den Helder,no,EHKD,DHR,EHKD
2522,EHLE,medium_airport,Lelystad Airport,52.453188,5.514622,-13,EU,NL,NL-FL,Lelystad,no,EHLE,LEY,EHLE
2523,EHLW,medium_airport,Leeuwarden Air Base,53.228599548339844,5.760560035705566,3,EU,NL,NL-FR,Leeuwarden,no,EHLW,LWR,EHLW
2524,EHRD,medium_airport,Rotterdam The Hague Airport,51.956902,4.43722,-15,EU,NL,NL-ZH,Rotterdam,yes,EHRD,RTM,EHRD
2526,EHTW,medium_airport,Twente Airport,52.275833,6.889167,114,EU,NL,NL-OV,Enschede,no,EHTW,ENS,EHTW
2528,EHVK,medium_airport,Volkel Air Base,51.657222,5.707778,72,EU,NL,NL-NB,Uden,no,EHVK,UDE,EHVK
2529,EHWO,medium_airport,Woensdrecht Air Base,51.4491,4.34203,63,EU,NL,NL-NB,Hoogerheide,no,EHWO,WOE,EHWO
2530,EICK,medium_airport,Cork Airport,51.841301,-8.49111,502,EU,IE,IE-CO,Cork,yes,EICK,ORK,EICK
2531,EICM,medium_airport,Galway Airport,53.300201,-8.94159,81,EU,IE,IE-G,Galway,no,EICM,,EICM
2532,EIDL,medium_airport,Donegal Airport,55.0442008972168,-8.340999603271484,30,EU,IE,IE-DL,Donegal,yes,EIDL,CFN,EIDL
2533,EIDW,large_airport,Dublin Airport,53.428713,-6.262121,242,EU,IE,IE-D,Dublin,yes,EIDW,DUB,EIDW
2534,EIKN,medium_airport,Ireland West Knock Airport,53.910301,-8.81849,665,EU,IE,IE-MO,Charlestown,yes,EIKN,NOC,EIKN
2535,EIKY,medium_airport,Kerry Airport,52.180901,-9.52378,112,EU,IE,IE-KY,Farranfore,yes,EIKY,KIR,EIKY
2536,EIME,medium_airport,Casement Air Base,53.301700592,-6.451330184940001,319,EU,IE,IE-D,Baldonnel,no,,,EIME
2537,EINN,large_airport,Shannon Airport,52.702,-8.92482,46,EU,IE,IE-CE,Shannon,yes,EINN,SNN,EINN
2538,EISG,medium_airport,Sligo Airport,54.280200958252,-8.5992097854614,11,EU,IE,IE-SO,Sligo,no,EISG,SXL,EISG
2539,EIWF,medium_airport,Waterford Airport,52.187199,-7.08696,119,EU,IE,IE-WD,Waterford,no,EIWF,WAT,EIWF
27310,EIWT,medium_airport,Weston Airport,53.351622,-6.490357,150,EU,IE,IE-D,Leixlip,no,EIWT,,
2540,EKAH,medium_airport,Aarhus Airport,56.303331,10.618286,82,EU,DK,DK-82,Aarhus,yes,EKAH,AAR,EKAH
2541,EKBI,large_airport,Billund Airport,55.740335,9.157019,247,EU,DK,DK-83,Billund,yes,EKBI,BLL,EKBI
2542,EKCH,large_airport,Copenhagen Kastrup Airport,55.617900848389,12.656000137329,17,EU,DK,DK-84,Copenhagen,yes,EKCH,CPH,EKCH
2543,EKEB,medium_airport,Esbjerg Airport,55.525902,8.5534,97,EU,DK,DK-83,Esbjerg,yes,EKEB,EBJ,EKEB
2546,EKKA,medium_airport,Midtjyllands Airport / Air Base Karup,56.297139,9.104311,170,EU,DK,DK-82,Karup,yes,EKKA,KRP,EKKA
2548,EKMB,medium_airport,Lolland Falster Maribo Airport,54.699447,11.438163,16,EU,DK,DK-85,Rødby,no,EKMB,MRW,EKMB
2549,EKOD,medium_airport,Odense Hans Christian Andersen Airport,55.475307,10.327206,56,EU,DK,DK-83,Odense,yes,EKOD,ODE,EKOD
2551,EKRK,medium_airport,Copenhagen Roskilde Airport,55.585602,12.1314,146,EU,DK,DK-85,Roskilde,yes,EKRK,RKE,EKRK
2552,EKRN,medium_airport,Bornholm Airport,55.063301,14.7596,52,EU,DK,DK-84,Rønne,yes,EKRN,RNN,EKRN
2553,EKSB,medium_airport,Sønderborg Airport,54.96440124511719,9.791729927062988,24,EU,DK,DK-83,Sønderborg,yes,EKSB,SGD,EKSB
2554,EKSN,medium_airport,Sindal Airport,57.503502,10.2294,92,EU,DK,DK-81,Sindal,no,EKSN,CNL,EKSN
2555,EKSP,medium_airport,Skrydstrup Air Base,55.221048,9.26702,141,EU,DK,DK-83,Vojens,no,EKSP,SKS,EKSP
2556,EKSV,medium_airport,Skive Airport,56.550201,9.17298,74,EU,DK,DK-82,Skive,no,EKSV,SQW,EKSV
2557,EKTS,medium_airport,Thisted Airport,57.068802,8.70522,23,EU,DK,DK-81,Thisted,no,EKTS,TED,EKTS
2558,EKVD,medium_airport,Kolding Vamdrup Airfield,55.436298,9.33092,143,EU,DK,DK-83,Kolding / Vamdrup,no,,,EKVD
2559,EKVG,medium_airport,Vágar Airport,62.063256,-7.275782,280,EU,FO,FO-U-A,Vágar,yes,EKVG,FAE,EKVG
2561,EKVJ,medium_airport,Stauning Vestjylland  Airport,55.990101,8.35391,17,EU,DK,DK-82,Skjern,no,EKVJ,STA,EKVJ
2562,EKYT,medium_airport,Aalborg Airport,57.094763,9.84993,10,EU,DK,DK-81,Aalborg,yes,EKYT,AAL,EKYT
2563,ELLX,large_airport,Luxembourg-Findel International Airport,49.6233333,6.2044444,1234,EU,LU,LU-L,Luxembourg,yes,ELLX,LUX,ELLX
2564,ENAL,medium_airport,"Ålesund Airport, Vigra",62.5625,6.1197,69,EU,NO,NO-15,Ålesund,yes,ENAL,AES,ENAL
2565,ENAN,medium_airport,"Andøya Airport, Andenes",69.292503,16.144199,43,EU,NO,NO-18,Andenes,yes,ENAN,ANX,ENAN
2566,ENAT,medium_airport,Alta Airport,69.976097,23.3717,9,EU,NO,NO-56,Alta,yes,ENAT,ALF,ENAT
2568,ENBN,medium_airport,"Brønnøysund Airport, Brønnøy",65.461098,12.2175,25,EU,NO,NO-18,Brønnøy,yes,ENBN,BNN,ENBN
2569,ENBO,medium_airport,Bodø Airport,67.269203,14.3653,42,EU,NO,NO-18,Bodø,yes,ENBO,BOO,ENBO
2570,ENBR,large_airport,"Bergen Airport, Flesland",60.2934,5.21814,170,EU,NO,NO-46,Bergen,yes,ENBR,BGO,ENBR
2571,ENBS,medium_airport,Båtsfjord Airport,70.60025,29.692612,490,EU,NO,NO-56,Båtsfjord,yes,ENBS,BJF,ENBS
29255,ENBV,medium_airport,Berlevåg Airport,70.871517,29.034097,42,EU,NO,NO-56,Berlevåg,yes,ENBV,BVG,ENBV
2572,ENCN,medium_airport,"Kristiansand Airport, Kjevik",58.204201,8.08537,57,EU,NO,NO-42,Kjevik,yes,ENCN,KRS,ENCN
2574,ENDU,medium_airport,Bardufoss Airport,69.055801,18.5404,252,EU,NO,NO-55,Målselv,yes,ENDU,BDU,ENDU
2575,ENEV,medium_airport,"Harstad/Narvik Airport, Evenes",68.491302490234,16.678100585938,84,EU,NO,NO-18,Evenes,yes,ENEV,EVE,ENEV
2577,ENFL,medium_airport,Florø Airport,61.583599090576,5.0247201919556,37,EU,NO,NO-46,Florø,yes,ENFL,FRO,ENFL
2578,ENGM,large_airport,"Oslo Airport, Gardermoen",60.193901,11.1004,681,EU,NO,NO-32,Oslo (Gardermoen),yes,ENGM,OSL,ENGM
2579,ENHD,medium_airport,"Haugesund Airport, Karmøy",59.345299,5.20836,86,EU,NO,NO-11,Karmøy,yes,ENHD,HAU,ENHD
28115,ENHF,medium_airport,Hammerfest Airport,70.679703,23.6686,266,EU,NO,NO-56,Hammerfest,yes,ENHF,HFT,ENHF
29261,ENHV,medium_airport,"Honningsvåg Airport, Valan",71.009697,25.983601,44,EU,NO,NO-56,Honningsvåg,yes,ENHV,HVG,ENHV
2581,ENKB,medium_airport,"Kristiansund Airport, Kvernberget",63.111801,7.82452,204,EU,NO,NO-15,Kvernberget,yes,ENKB,KSU,ENKB
